job_key,company,title,location,department,urls,date_posted,date_posted_iso,first_seen,first_seen_pt,track,scored,score_method,experience_score,reason,emailed,source_uids,source_dates
Radiance Technologies:7cff5b3d-c314-4456-ae2f-2dc4125f5ecf,Radiance Technologies,Modeling Engineer Intern - Analytics - Simulation Sciences,"Beavercreek, OH",Software,https://radiancetech.wd12.myworkdayjobs.com/Radiance_External/job/Beavercreek-OH/XMLNAME-2027-Modeling--Analytics----Simulation-Sciences--MASS--Engineer-Intern_HR102439,2026-09-24,2026-09-24,2026-09-24T23:16:33+00:00,2026-09-24 16:16 Thu,,false,,,,false,simplify:Simplify Internships:7cff5b3d-c314-4456-ae2f-2dc4125f5ecf,2026-09-24
Radiance Technologies:2447c030-f0b3-45ba-8dd4-df6ca2b82259,Radiance Technologies,Modeling Engineer Intern - Analytics and Simulation Sciences,"Beavercreek, OH",Software,https://radiancetech.wd12.myworkdayjobs.com/Radiance_External/job/Beavercreek-OH/XMLNAME-2027-Modeling--Analytics----Simulation-Sciences--MASS--Engineer-Intern_HR102438,2026-09-24,2026-09-24,2026-09-24T23:16:33+00:00,2026-09-24 16:16 Thu,,false,,,,false,simplify:Simplify Internships:2447c030-f0b3-45ba-8dd4-df6ca2b82259,2026-09-24
Radiance Technologies:140fab22-0b1d-498c-a250-8373856250d9,Radiance Technologies,"Modeling Engineer Intern - Analytics, Simulation Sciences, Mass","Beavercreek, OH",Software,https://radiancetech.wd12.myworkdayjobs.com/Radiance_External/job/Beavercreek-OH/XMLNAME-2027-Modeling--Analytics----Simulation-Sciences--MASS--Engineer-Intern_HR102441,2026-09-24,2026-09-24,2026-09-24T23:16:33+00:00,2026-09-24 16:16 Thu,,false,,,,false,simplify:Simplify Internships:140fab22-0b1d-498c-a250-8373856250d9,2026-09-24
Radiance Technologies:6aab9099-e210-40cb-8088-d27b253dd0a7,Radiance Technologies,"Modeling Engineer Intern - Analytics, Simulation Sciences, Mass","Beavercreek, OH",Software,https://radiancetech.wd12.myworkdayjobs.com/Radiance_External/job/Beavercreek-OH/XMLNAME-2027-Modeling--Analytics----Simulation-Sciences--MASS--Engineer-Intern_HR102440-1,2026-09-24,2026-09-24,2026-09-24T23:16:33+00:00,2026-09-24 16:16 Thu,,false,,,,false,simplify:Simplify Internships:6aab9099-e210-40cb-8088-d27b253dd0a7,2026-09-24
Radiance Technologies:a85254d2-8066-44f1-94d3-904c02e8c5f3,Radiance Technologies,"Modeling Engineer Intern - Analytics, Simulation Sciences, Mass","Beavercreek, OH",Software,https://radiancetech.wd12.myworkdayjobs.com/Radiance_External/job/Beavercreek-OH/XMLNAME-2027-Modeling--Analytics----Simulation-Sciences--MASS--Engineer-Intern_HR102437,2026-09-24,2026-09-24,2026-09-24T23:16:33+00:00,2026-09-24 16:16 Thu,,false,,,,false,simplify:Simplify Internships:a85254d2-8066-44f1-94d3-904c02e8c5f3,2026-09-24
Radiance Technologies:544076ef-ca22-485c-8793-4770c7d30023,Radiance Technologies,Software Engineer Intern,"Dayton, OH",Software,https://radiancetech.wd12.myworkdayjobs.com/Radiance_External/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102442,2026-09-24,2026-09-24,2026-09-24T23:16:33+00:00,2026-09-24 16:16 Thu,,false,,,,false,simplify:Simplify Internships:544076ef-ca22-485c-8793-4770c7d30023,2026-09-24
Radiance Technologies:5a520635-ec7f-4867-add0-a06b434d8203,Radiance Technologies,Software Engineer Intern,"Dayton, OH",Software,https://radiancetech.wd12.myworkdayjobs.com/Radiance_External/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102443,2026-09-24,2026-09-24,2026-09-24T23:16:33+00:00,2026-09-24 16:16 Thu,,false,,,,false,simplify:Simplify Internships:5a520635-ec7f-4867-add0-a06b434d8203,2026-09-24
Radiance Technologies:9533e1df-ae69-41b8-90cc-a9c76dae5b88,Radiance Technologies,Software Engineer Intern,"Dayton, OH",Software,https://radiancetech.wd12.myworkdayjobs.com/Radiance_External/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102446,2026-09-24,2026-09-24,2026-09-24T23:16:33+00:00,2026-09-24 16:16 Thu,,false,,,,false,simplify:Simplify Internships:9533e1df-ae69-41b8-90cc-a9c76dae5b88,2026-09-24
Radiance Technologies:9a22b713-73b1-4482-866d-cf1543e650e4,Radiance Technologies,Software Engineer Intern,"Dayton, OH",Software,https://radiancetech.wd12.myworkdayjobs.com/Radiance_External/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102445,2026-09-24,2026-09-24,2026-09-24T23:16:33+00:00,2026-09-24 16:16 Thu,,false,,,,false,simplify:Simplify Internships:9a22b713-73b1-4482-866d-cf1543e650e4,2026-09-24
Radiance Technologies:b651ebc4-6d28-49c4-86b6-85437f9cd16a,Radiance Technologies,Software Engineer Intern,"Dayton, OH",Software,https://radiancetech.wd12.myworkdayjobs.com/Radiance_External/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102444,2026-09-24,2026-09-24,2026-09-24T23:16:33+00:00,2026-09-24 16:16 Thu,,false,,,,false,simplify:Simplify Internships:b651ebc4-6d28-49c4-86b6-85437f9cd16a,2026-09-24
Radiance Technologies:https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102442,Radiance Technologies,Software Engineer Intern Spring/Summer 2027,"Dayton, OH",,https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102442,,,2026-09-25T17:08:41+00:00,2026-09-25 10:08 Fri,,false,,,,false,speedyapply:SpeedyApply SWE:https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102442,
Radiance Technologies:https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102443,Radiance Technologies,Software Engineer Intern Spring/Summer 2027,"Dayton, OH",,https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102443,,,2026-09-25T17:08:41+00:00,2026-09-25 10:08 Fri,,false,,,,false,speedyapply:SpeedyApply SWE:https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102443,
Radiance Technologies:https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102444,Radiance Technologies,Software Engineer Intern Spring/Summer 2027,"Dayton, OH",,https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102444,,,2026-09-25T17:08:41+00:00,2026-09-25 10:08 Fri,,false,,,,false,speedyapply:SpeedyApply SWE:https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102444,
Radiance Technologies:https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102445,Radiance Technologies,Software Engineer Intern Spring/Summer 2027,"Dayton, OH",,https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102445,,,2026-09-25T17:08:41+00:00,2026-09-25 10:08 Fri,,false,,,,false,speedyapply:SpeedyApply SWE:https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102445,
Radiance Technologies:https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102446,Radiance Technologies,Software Engineer Intern Spring/Summer 2027,"Dayton, OH",,https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102446,,,2026-09-25T17:08:41+00:00,2026-09-25 10:08 Fri,,false,,,,false,speedyapply:SpeedyApply SWE:https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Dayton-Office/Software-Engineer-Intern-Spring-Summer-2027_HR102446,
